pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
141002,Punjab,Ludhiana,1748,1541,55,1014,191,43,26
141003,Punjab,Ludhiana,7124,7904,699,11250,1473,639,169
141004,Punjab,Ludhiana,35,38,4,27,4,0,0
141006,Punjab,Ludhiana,579,576,23,384,32,9,3
141007,Punjab,Ludhiana,5659,10498,760,10301,2058,796,145
141008,Punjab,Ludhiana,7927,10907,1666,21697,2096,898,84
141010,Punjab,Ludhiana,2863,5254,552,7100,560,352,75
141012,Punjab,Ludhiana,1597,1578,112,1700,299,96,36
141013,Punjab,Ludhiana,2231,2331,179,2658,258,67,12
141014,Punjab,Ludhiana,1494,1724,155,2400,165,189,25
141015,Punjab,Ludhiana,2248,3862,239,2987,556,289,54
141016,Punjab,Ludhiana,2665,3082,170,2830,202,106,3
141017,Punjab,Ludhiana,286,337,38,587,22,27,2
141101,Punjab,Ludhiana,665,918,26,525,63,21,1
141102,Punjab,Ludhiana,291,533,12,300,44,4,2
141103,Punjab,Ludhiana,118,190,5,88,14,0,0
141104,Punjab,Ludhiana,353,493,10,234,17,0,0
141105,Punjab,Ludhiana,231,428,6,180,22,2,1
141106,Punjab,Ludhiana,35,33,2,42,3,1,0
141107,Punjab,Ludhiana,456,806,15,322,26,0,0
141108,Punjab,Ludhiana,400,562,6,326,23,3,0
141109,Punjab,Ludhiana,1835,2280,61,1437,87,15,0
141110,Punjab,Ludhiana,413,819,8,269,31,10,2
141112,Punjab,Ludhiana,639,885,75,1036,52,31,3
141113,Punjab,Ludhiana,372,542,21,246,17,4,1
141114,Punjab,Ludhiana,2026,2139,90,1834,105,11,7
141115,Punjab,Ludhiana,1983,2164,91,1333,127,25,2
141116,Punjab,Ludhiana,1523,1700,126,1868,118,28,8
141117,Punjab,Ludhiana,580,899,16,400,23,0,0
141118,Punjab,Ludhiana,621,749,19,494,44,4,4
141119,Punjab,Ludhiana,744,928,22,693,37,3,0
141120,Punjab,Ludhiana,1114,1232,47,896,92,25,7
141121,Punjab,Ludhiana,2872,3412,32,1460,200,36,0
141122,Punjab,Ludhiana,344,476,63,540,28,3,3
141123,Punjab,Ludhiana,681,993,33,523,63,35,9
141124,Punjab,Ludhiana,272,332,3,133,14,2,1
141125,Punjab,Ludhiana,239,216,12,160,7,3,0
141126,Punjab,Ludhiana,777,1736,20,576,57,12,3
141201,Punjab,Ludhiana,112,191,1,99,11,2,0
141202,Punjab,Ludhiana,217,324,4,220,11,6,1
141203,Punjab,Ludhiana,196,202,4,209,8,1,0
141204,Punjab,Ludhiana,471,651,13,365,31,5,1
141205,Punjab,Ludhiana,337,519,4,328,34,3,0
141206,Punjab,Ludhiana,451,558,13,341,27,3,0
141401,Punjab,Ludhiana,4054,4616,355,5754,234,27,1
141411,Punjab,Fatehgarh Sahib,2884,3764,76,1524,156,8,4
141412,Punjab,Ludhiana,331,509,2,138,12,2,1
141413,Punjab,Ludhiana,296,452,10,166,18,1,0
141414,Punjab,Ludhiana,556,867,19,244,33,3,0
141415,Punjab,Ludhiana,294,505,9,155,16,2,0
141416,Punjab,Ludhiana,620,754,10,256,37,3,0
141417,Punjab,Ludhiana,349,463,8,202,18,2,0
141418,Punjab,Ludhiana,451,619,15,277,25,2,0
141419,Punjab,Ludhiana,202,236,8,272,12,1,0
141421,Punjab,Ludhiana,3362,4800,89,1526,258,42,0
141422,Punjab,Ludhiana,105,249,7,114,6,0,1
141801,Punjab,Fatehgarh Sahib,1047,1225,43,696,46,5,2
142001,Punjab,Moga,5557,7298,628,9222,282,42,11
142011,Punjab,Moga,570,1116,11,374,42,4,2
142021,Punjab,Ludhiana,564,639,24,352,36,11,4
142022,Punjab,Ludhiana,754,845,78,980,48,11,1
142023,Punjab,Ludhiana,363,657,13,323,18,1,0
142024,Punjab,Ludhiana,223,391,5,208,27,0,0
142025,Punjab,Ludhiana,369,745,6,248,21,6,0
142026,Punjab,Ludhiana,2358,3075,115,2852,375,65,38
142027,Punjab,Ludhiana,470,862,58,573,39,6,4
142028,Punjab,Ludhiana,3,11,3,15,2,1,1
142029,Punjab,Ludhiana,344,385,13,324,18,4,1
142030,Punjab,Ludhiana,317,431,7,207,23,0,0
142031,Punjab,Ludhiana,257,466,8,202,16,0,1
142032,Punjab,Ludhiana,746,1062,18,464,35,3,0
142033,Punjab,Ludhiana,1073,2047,40,1035,108,13,2
142034,Punjab,Ludhiana,520,679,12,314,19,1,0
142035,Punjab,Ludhiana,931,1195,51,1030,57,11,3
142036,Punjab,Ludhiana,370,623,17,540,33,1,0
142037,Punjab,Moga,765,1503,13,413,40,4,2
142038,Punjab,Moga,1822,3247,81,1840,95,17,5
142039,Punjab,Moga,937,1719,34,515,57,8,1
142040,Punjab,Moga,454,764,6,206,25,5,0
142041,Punjab,Moga,493,860,10,281,24,3,0
142042,Punjab,Ferozepur,7756,14952,168,4876,504,32,12
142043,Punjab,Ferozepur,8516,13108,768,9796,436,56,0
142044,Punjab,Ferozepur,7552,11344,744,11452,512,68,4
142045,Punjab,Moga,393,627,12,311,24,6,1
142046,Punjab,Moga,373,773,15,219,34,5,1
142047,Punjab,Ferozepur,10452,12336,624,10672,456,56,16
142048,Punjab,Moga,1657,3251,76,1766,131,6,1
142049,Punjab,Moga,1186,1951,31,812,93,12,2
142050,Punjab,Ferozepur,5448,8472,256,4360,240,16,0
142051,Punjab,Firozpur,2,14,0,12,0,0,0
142052,Punjab,Ferozepur,14715,31185,1116,16272,756,63,0
142053,Punjab,Moga,929,1575,45,969,51,9,6
142054,Punjab,Moga,405,761,18,258,24,1,0
142055,Punjab,Moga,902,1546,27,481,72,3,2
142056,Punjab,Moga,643,1053,20,393,38,5,0
142057,Punjab,Moga,767,1090,11,528,29,3,0
142058,Punjab,Moga,600,1232,15,257,31,5,1
142060,Punjab,Ferozepur,1736,2682,56,747,58,4,0
143001,Punjab,Amritsar,18534,25429,4122,51586,4267,1264,201
143002,Punjab,Amritsar,852,848,60,921,68,14,2
143003,Punjab,Amritsar,118,280,8,360,16,2,0
143005,Punjab,Amritsar,8,12,2,22,3,0,0
143006,Punjab,Amritsar,264,536,28,624,96,4,0
143007,0,0,0,0,0,1,0,0,0
143008,Punjab,Amritsar,1056,1757,57,1136,86,24,2
143009,Punjab,Amritsar,4044,7628,268,4692,368,60,4
143022,Punjab,Amritsar,4712,8884,264,5868,532,68,0
143026,Punjab,Amritsar,39,86,2,65,4,0,0
143101,Punjab,Amritsar,1934,3462,116,2552,160,23,0
143102,Punjab,Amritsar,4884,9193,157,3051,383,52,2
143103,Punjab,Amritsar,787,2009,26,630,71,9,1
143104,Punjab,Amritsar,109,140,4,97,7,3,0
143105,Punjab,Amritsar,13916,22268,2940,41332,1284,264,32
143107,Punjab,Amritsar,4380,8856,244,5876,432,56,8
143108,Punjab,Amritsar,1347,1943,26,831,97,25,1
143109,Punjab,Amritsar,1126,2716,58,1438,105,15,0
143110,Punjab,Amritsar,1808,4161,92,1810,414,136,28
143111,Punjab,Amritsar,4600,9332,108,2804,340,24,0
143112,Punjab,Amritsar,5224,10444,168,3168,380,36,8
143113,Punjab,Amritsar,642,1259,19,429,71,6,0
143114,Punjab,Amritsar,1049,1639,32,891,97,6,2
143115,Punjab,Amritsar,5008,10340,308,4700,476,52,4
143116,Punjab,Amritsar,1179,2578,58,1104,98,16,0
143117,Punjab,Amritsar,1778,3576,100,1706,360,16,8
143118,Punjab,Amritsar,994,1954,34,734,148,4,0
143119,Punjab,Amritsar,676,1369,37,666,54,6,0
143149,Punjab,Amritsar,815,1579,34,538,85,2,0
143201,Punjab,Amritsar,3384,5520,236,3320,208,12,0
143202,Punjab,Amritsar,577,1253,35,760,53,1,0
143203,Punjab,Amritsar,578,960,17,390,44,3,0
143204,Punjab,Amritsar,169,405,13,143,12,0,3
143205,Punjab,Amritsar,739,1405,19,512,69,7,2
143301,Punjab,Amritsar,2720,4516,78,2708,460,64,0
143302,Punjab,Amritsar,5024,9628,184,3156,396,56,0
143303,Punjab,Amritsar,1003,1914,50,1486,160,8,0
143304,Punjab,Amritsar,4784,9552,92,2764,408,60,4
143305,Punjab,Amritsar,5192,10892,112,2844,604,60,0
143401,Punjab,Amritsar,18920,34436,1024,23880,2788,312,52
143406,Punjab,Amritsar,1890,3006,92,1670,408,28,0
143407,Punjab,Tarn Taran,575,1488,16,331,40,2,0
143408,Punjab,Tarn Taran,1034,3142,11,469,150,14,0
143409,Punjab,Amritsar,871,2119,44,1070,148,14,2
143410,Punjab,Amritsar,703,1964,30,1226,122,0,0
143411,Punjab,Amritsar,1027,2018,74,1212,154,16,0
143412,Punjab,Tarn Taran,1298,3124,19,385,116,14,0
143413,Punjab,Amritsar,2416,6024,140,1728,228,40,0
143414,Punjab,Tarn Taran,453,903,12,351,56,13,0
143415,Punjab,Tarn Taran,4272,9972,68,1328,200,14,0
143416,Punjab,Amritsar,6832,14230,652,14378,1008,104,0
143419,Punjab,Amritsar,4284,7252,126,2930,620,92,0
143422,Punjab,Tarn Taran,366,1027,6,267,34,9,2
143501,Punjab,Amritsar,1647,3133,107,1340,157,14,2
143502,Punjab,Amritsar,1144,2649,73,1174,114,16,2
143504,Punjab,Amritsar,475,1113,10,393,38,1,0
143505,Punjab,Gurdaspur,7046,12516,1499,19615,1430,221,80
143506,Punjab,Gurdaspur,555,1013,46,643,77,10,0
143507,Punjab,Gurdaspur,1169,2485,41,858,163,12,0
143511,Punjab,Gurdaspur,1503,3414,50,974,112,12,0
143512,Punjab,Gurdaspur,1113,2315,181,1751,75,7,1
143513,Punjab,Gurdaspur,991,2169,31,599,113,12,1
143514,Punjab,Gurdaspur,1126,2788,72,1570,104,14,2
143515,Punjab,Gurdaspur,840,1567,59,1017,91,12,4
143516,Punjab,Gurdaspur,1780,2696,62,1441,67,13,4
143517,Punjab,Gurdaspur,1165,1882,72,1758,120,24,2
143518,Punjab,Gurdaspur,1775,3577,232,3230,151,13,5
143519,Punjab,Gurdaspur,1799,3846,427,3962,158,16,2
143520,Punjab,Gurdaspur,1127,2316,61,1228,74,5,0
143521,Punjab,Gurdaspur,3158,6040,810,9334,385,51,19
143525,Punjab,Gurdaspur,2092,3316,156,2980,140,8,0
143526,Punjab,Gurdaspur,975,2147,170,1456,94,6,1
143527,Punjab,Gurdaspur,1476,2525,88,1778,141,23,3
143528,Punjab,Gurdaspur,855,1599,49,1001,75,3,0
143529,Punjab,Gurdaspur,717,1262,35,575,76,5,0
143530,Punjab,Gurdaspur,1208,2258,47,776,82,11,2
143531,Punjab,Gurdaspur,10000,15892,1412,13116,652,52,0
143532,Punjab,Gurdaspur,1642,2650,152,2042,264,4,0
143533,Punjab,Gurdaspur,2528,4488,132,1532,260,8,0
143534,Punjab,Gurdaspur,5560,8732,320,3628,520,24,8
143601,Punjab,Amritsar,2279,4038,98,2231,241,28,0
143602,Punjab,Gurdaspur,1742,3588,118,1990,221,39,1
143603,Punjab,Amritsar,826,1587,18,561,37,11,0
143604,Punjab,Gurdaspur,2419,4299,115,2302,132,23,0
143605,Punjab,Gurdaspur,619,1522,40,623,37,3,0
143606,Punjab,Amritsar,1131,2320,76,1344,204,32,0
144001,Punjab,Jalandhar,4157,5821,195,3467,263,81,4
144002,Punjab,Jalandhar,3642,4489,483,6396,226,57,1
144003,Punjab,Jalandhar,2767,4768,173,2395,176,57,4
144004,Punjab,Jalandhar,3117,4117,224,3026,158,53,1
144005,Punjab,Jalandhar,1356,2343,117,1706,88,22,0
144006,Punjab,Jalandhar,228,306,15,164,21,0,0
144007,Punjab,Jalandhar,426,602,30,279,37,9,1
144008,Punjab,Jalandhar,2320,2890,99,1643,161,51,0
144009,Punjab,Jalandhar,1470,2065,108,1137,98,32,0
144010,Punjab,Jalandhar,115,193,6,71,5,0,0
144011,Punjab,Jalandhar,13,23,1,15,1,0,1
144012,Punjab,Jalandhar,858,1462,82,1184,74,20,1
144013,Punjab,Jalandhar,646,974,80,1282,88,28,0
144014,Punjab,Jalandhar,154,229,1,118,8,0,1
144020,Punjab,Jalandhar,401,1088,14,256,43,4,0
144021,Punjab,Jalandhar,1276,1711,106,1588,81,38,0
144022,Punjab,Jalandhar,1171,2345,132,1548,93,28,3
144023,Punjab,Jalandhar,741,1060,26,412,61,7,1
144024,Punjab,Jalandhar,461,1101,37,548,40,5,0
144025,Punjab,Jalandhar,786,1698,54,716,43,3,0
144026,Punjab,Jalandhar,899,1722,72,956,56,14,3
144027,Punjab,Jalandhar,70,115,4,33,4,3,0
144028,Punjab,Jalandhar,99,187,3,75,2,1,0
144029,Punjab,Jalandhar,1665,2448,54,1323,171,9,18
144030,Punjab,Jalandhar,88,156,0,81,13,3,0
144031,Punjab,Jalandhar,176,654,1,38,11,2,0
144032,Punjab,Jalandhar,83,212,9,48,8,2,0
144033,Punjab,Jalandhar,884,2186,22,342,54,6,2
144034,Punjab,Jalandhar,276,736,17,141,17,1,2
144035,Punjab,Jalandhar,229,592,7,154,14,2,1
144036,Punjab,Jalandhar,714,2136,9,311,52,4,4
144037,Punjab,Jalandhar,242,736,8,138,17,1,1
144039,Punjab,Jalandhar,1169,2915,44,1264,90,14,1
144040,Punjab,Jalandhar,1463,2408,48,1393,125,22,1
144041,Punjab,Jalandhar,1153,2002,118,3734,168,24,4
144042,Punjab,Jalandhar,326,604,5,208,25,2,0
144043,Punjab,Jalandhar,287,544,7,157,18,2,0
144044,Punjab,Jalandhar,175,375,3,127,10,1,0
144101,Punjab,Jalandhar,484,1029,19,287,27,3,1
144102,Punjab,Jalandhar,1122,2585,63,1329,82,11,1
144103,Punjab,Jalandhar,133,306,9,136,13,2,0
144104,Punjab,Jalandhar,74,151,5,100,5,2,0
144105,Punjab,Hoshiarpur,690,1042,31,782,57,6,5
144106,Punjab,Jalandhar,335,699,12,280,23,3,0
144201,Punjab,Jalandhar,1413,2787,97,1436,93,14,0
144202,Punjab,Hoshiarpur,934,1731,71,1449,60,10,9
144203,Punjab,Hoshiarpur,554,1054,26,528,64,2,6
144204,Punjab,Hoshiarpur,823,906,45,1029,64,7,5
144205,Punjab,Hoshiarpur,2847,4470,191,3496,234,12,3
144206,Punjab,Hoshiarpur,168,360,8,82,13,0,1
144207,Punjab,Hoshiarpur,1076,1878,37,744,79,1,4
144208,Punjab,Hoshiarpur,1000,1592,76,1039,68,5,4
144209,Punjab,Hoshiarpur,229,488,9,118,14,2,1
144210,Punjab,Hoshiarpur,588,1211,62,697,52,2,3
144211,Punjab,Hoshiarpur,1543,3074,242,3256,159,12,8
144212,Punjab,Hoshiarpur,478,723,19,360,40,5,0
144213,Punjab,Hoshiarpur,331,696,15,212,22,0,0
144214,Punjab,Hoshiarpur,587,990,16,353,50,2,3
144216,Punjab,Hoshiarpur,740,1022,35,306,49,2,2
144221,Punjab,Hoshiarpur,1620,2593,242,2182,115,2,0
144222,Punjab,Hoshiarpur,600,1082,67,476,37,3,0
144223,Punjab,Hoshiarpur,344,572,28,186,36,3,0
144224,Punjab,Hoshiarpur,452,772,33,256,35,0,1
144301,Punjab,Jalandhar,509,1177,16,281,39,3,1
144302,Punjab,Jalandhar,189,515,3,149,18,0,0
144303,Punjab,Jalandhar,317,774,23,203,9,2,0
144304,Punjab,Hoshiarpur,0,8,0,22,0,0,0
144305,Punjab,Hoshiarpur,313,632,13,184,24,2,2
144306,Punjab,Hoshiarpur,1108,2259,107,1850,80,0,2
144311,Punjab,Jalandhar,148,270,2,25,5,4,0
144401,Punjab,Kapurthala,3822,7180,132,2035,643,193,182
144402,Punjab,Jalandhar,2992,8416,172,2408,132,40,44
144403,Punjab,Jalandhar,780,1656,20,432,56,16,12
144404,Punjab,Hoshiarpur,127,328,10,159,9,0,1
144405,Punjab,Kapurthala,264,495,6,178,24,4,0
144406,Punjab,Hoshiarpur,55,144,2,75,5,2,0
144407,Punjab,Kapurthala,360,709,17,231,9,1,0
144408,Punjab,Kapurthala,88,166,3,53,3,1,0
144409,Punjab,Jalandhar,1176,2540,49,950,58,3,8
144410,Punjab,Jalandhar,4232,8054,144,2156,232,70,26
144411,0,0,0,0,0,5,0,0,0
144416,Punjab,Jalandhar,368,819,6,243,17,1,3
144417,Punjab,Nawanshahr,1012,1264,24,568,40,4,0
144418,Punjab,Jalandhar,519,1368,22,470,35,1,1
144419,Punjab,Jalandhar,355,765,8,143,20,0,2
144421,Punjab,Nawanshahr,594,988,46,362,60,12,0
144422,Punjab,Nawanshahr,820,1516,28,624,84,28,0
144501,Punjab,Jalandhar,2475,4158,90,2394,162,9,0
144502,Punjab,Jalandhar,1680,3990,48,1236,99,9,36
144503,Punjab,Nawanshahr,1604,2756,36,1244,80,32,32
144504,Punjab,Nawanshahr,1060,1748,12,704,72,8,12
144505,Punjab,Nawanshahr,4572,6200,248,3440,588,44,0
144506,Punjab,Nawanshahr,664,928,44,332,52,16,0
144507,Punjab,Nawanshahr,1444,2012,68,1036,84,12,16
144508,Punjab,Nawanshahr,398,610,22,156,40,4,0
144509,Punjab,Nawanshahr,508,848,28,420,56,4,16
144510,Punjab,Nawanshahr,744,1208,32,636,120,4,0
144511,Punjab,Nawanshahr,1152,2190,30,1092,108,8,16
144512,Punjab,Nawanshahr,1100,2220,32,732,64,4,8
144513,Punjab,Nawanshahr,944,1436,32,572,72,4,0
144514,Punjab,Nawanshahr,5684,8960,356,5592,404,60,8
144515,Punjab,Nawanshahr,2688,3468,192,1956,136,24,4
144516,Punjab,Nawanshahr,2040,2728,96,1132,156,8,0
144517,Punjab,Nawanshahr,3500,5304,168,2860,168,36,12
144518,Punjab,Nawanshahr,1740,2372,76,1064,84,8,0
144519,Punjab,Hoshiarpur,203,595,11,130,15,0,1
144520,Punjab,Hoshiarpur,221,534,4,101,9,1,0
144521,Punjab,Nawanshahr,8060,11816,196,2740,440,76,16
144522,Punjab,Hoshiarpur,3956,5184,294,3264,336,66,0
144523,Punjab,Hoshiarpur,910,1298,43,517,75,1,0
144524,Punjab,Hoshiarpur,2838,4764,72,792,207,9,27
144525,Punjab,Nawanshahr,2328,3316,48,760,240,0,0
144526,Punjab,Hoshiarpur,3438,5472,66,1392,288,36,27
144527,Punjab,Hoshiarpur,2588,5146,171,1688,186,10,12
144528,Punjab,Hoshiarpur,566,1184,35,533,53,0,3
144529,Punjab,Hoshiarpur,324,616,15,158,26,2,0
144530,Punjab,Hoshiarpur,326,735,21,282,23,0,0
144531,Punjab,Hoshiarpur,146,479,13,109,21,1,0
144532,Punjab,Hoshiarpur,2322,5442,36,1596,225,18,18
144533,Punjab,Nawanshahr,1488,2248,84,592,96,28,0
144601,Punjab,Jalandhar,15956,28960,640,9676,3204,648,3864
144602,Punjab,Kapurthala,147,216,26,177,9,7,1
144606,Punjab,Kapurthala,296,586,14,161,13,2,0
144620,Punjab,Kapurthala,1091,2173,38,918,76,9,14
144621,Punjab,Kapurthala,574,864,29,480,51,5,2
144622,Punjab,Jalandhar,3456,7440,328,5060,228,36,0
144623,Punjab,Jalandhar,2108,3948,72,2328,192,40,24
144624,Punjab,Kapurthala,494,862,10,338,27,2,0
144625,Punjab,Jalandhar,1676,2956,48,1144,76,16,12
144626,Punjab,Jalandhar,3148,5806,156,2892,340,20,12
144628,Punjab,Jalandhar,1430,3266,54,914,144,12,4
144629,Punjab,Jalandhar,5364,9636,92,2396,284,20,0
144630,Punjab,Jalandhar,693,1170,15,451,41,11,0
144631,Punjab,Kapurthala,230,414,2,137,9,5,0
144632,Punjab,Jalandhar,10284,21864,552,6264,480,80,80
144633,Punjab,Jalandhar,100,323,5,76,9,1,0
144701,Punjab,Jalandhar,595,1269,36,1164,74,8,0
144702,Punjab,Jalandhar,1326,2789,59,1072,81,13,2
144703,Punjab,Jalandhar,415,921,9,372,29,2,0
144801,Punjab,Jalandhar,1165,2545,67,893,90,15,1
144802,Punjab,Kapurthala,610,1250,18,500,43,7,4
144803,Punjab,Jalandhar,964,1800,36,524,44,4,0
144804,Punjab,Kapurthala,949,2586,30,699,75,5,14
144805,Punjab,Jalandhar,141,317,3,66,9,2,0
144806,Punjab,Jalandhar,322,715,24,306,70,16,2
144819,Punjab,Kapurthala,308,503,14,259,30,10,1
145001,Punjab,Gurdaspur,20032,22808,2804,36960,1732,148,32
145021,Punjab,Gurdaspur,1,3,0,13,0,0,0
145022,Punjab,Gurdaspur,1912,3260,56,1040,176,16,0
145023,Punjab,Gurdaspur,8384,10252,1000,10728,620,36,8
145024,Punjab,Gurdaspur,628,760,16,620,76,8,0
145025,Punjab,Gurdaspur,9712,12884,636,8112,916,56,8
145026,Punjab,Gurdaspur,2124,3544,140,2288,216,4,0
145027,Punjab,Gurdaspur,2060,4056,104,1944,224,28,4
145029,Punjab,Gurdaspur,1680,1560,132,1668,204,16,0
145101,Punjab,Gurdaspur,1840,2664,196,2204,204,0,0
146001,Punjab,Gurdaspur,12628,18594,2164,31096,5716,1064,460
146021,Punjab,Hoshiarpur,260,366,12,148,15,0,2
146022,Punjab,Hoshiarpur,353,673,9,229,19,2,2
146023,Punjab,Hoshiarpur,195,294,5,121,23,2,0
146024,Punjab,Hoshiarpur,332,526,22,172,20,3,0
146101,Punjab,Hoshiarpur,294,534,18,217,17,1,0
146102,Punjab,Hoshiarpur,780,1712,51,552,44,6,5
146103,Punjab,Hoshiarpur,108,247,4,85,10,2,0
146104,Punjab,Hoshiarpur,396,655,11,265,25,3,7
146105,Punjab,Hoshiarpur,504,867,61,564,21,2,1
146106,Punjab,Hoshiarpur,73,120,3,42,2,0,0
146107,Punjab,Hoshiarpur,52,84,0,23,5,1,1
146108,Punjab,Hoshiarpur,239,589,8,140,13,0,0
146109,Punjab,Hoshiarpur,376,837,20,162,25,3,0
146110,Punjab,Hoshiarpur,115,224,8,99,5,0,0
146111,Punjab,Hoshiarpur,530,1269,39,602,50,7,3
146112,Punjab,Hoshiarpur,328,601,24,199,26,2,6
146113,Punjab,Hoshiarpur,539,826,13,351,35,7,1
146114,Punjab,Hoshiarpur,234,255,7,137,11,0,2
146115,Punjab,Hoshiarpur,146,139,4,59,6,1,0
146116,Punjab,Hoshiarpur,170,337,18,128,13,1,1
147001,Punjab,Fatehgarh Sahib,63704,64704,14424,150480,8504,2096,288
147002,Punjab,Patiala,1132,1337,62,1401,97,19,2
147003,Punjab,Patiala,390,329,15,229,26,5,1
147004,Punjab,Patiala,408,429,20,290,24,6,1
147005,Punjab,Patiala,99,116,6,79,4,0,0
147006,Punjab,Fatehgarh Sahib,1,0,0,8,0,0,0
147021,Punjab,Patiala,1158,1733,55,994,97,10,0
147101,Punjab,Patiala,11934,13404,936,10632,518,44,0
147102,Punjab,Patiala,2302,3846,73,1326,104,16,0
147103,Punjab,Patiala,1062,1295,45,999,74,5,0
147104,Punjab,Fatehgarh Sahib,3072,5072,52,1516,172,8,0
147105,Punjab,Patiala,5233,5426,457,4181,233,38,0
147111,Punjab,Patiala,3158,4644,89,2379,148,12,0
147201,Punjab,Patiala,5578,7010,747,7480,229,39,2
147202,Punjab,Fatehgarh Sahib,7568,9476,312,4280,400,40,4
147203,Punjab,Fatehgarh Sahib,7848,10392,300,4180,412,76,16
147301,Punjab,Fatehgarh Sahib,8312,7138,217,3236,444,158,6
147506,Punjab,SAS Nagar (Mohali),195,118,11,63,12,6,0
148001,Punjab,Sangrur,4673,6729,287,4922,429,42,33
148017,0,0,0,0,0,0,1,0,0
148018,Punjab,Malerkotla,1216,1748,32,1036,96,24,0
148019,Punjab,Malerkotla,1148,1536,60,1344,116,20,0
148020,Punjab,Barnala,11025,14166,837,13194,756,90,0
148021,Punjab,Malerkotla,4388,6936,316,5680,340,124,16
148022,Punjab,Malerkotla,3532,4872,212,5376,328,36,8
148023,Punjab,Malerkotla,23180,24408,3488,48264,1972,448,8
148024,Punjab,Barnala,25074,31800,1206,20352,2223,198,0
148025,Punjab,Barnala,5444,8528,116,3352,360,32,0
148026,Punjab,Sangrur,2653,4299,110,2482,203,12,0
148027,Punjab,Sangrur,1975,1877,58,1051,85,8,0
148028,Punjab,Barnala,4496,4871,216,5864,442,64,2
148029,Punjab,Sangrur,397,310,5,116,6,2,0
148030,Punjab,Sangrur,1965,2070,80,1262,92,5,0
148031,Punjab,Sangrur,2854,4398,133,2921,147,10,1
148033,Punjab,Sangrur,3455,4696,163,2329,216,11,2
148034,Punjab,Sangrur,843,1395,14,518,46,4,1
148035,Punjab,Sangrur,2788,2736,86,1859,135,12,0
148100,Punjab,Barnala,1113,1889,58,1044,98,4,0
148101,Punjab,Barnala,10406,9636,514,8178,1368,116,12
148102,Punjab,Barnala,1196,1367,70,1010,68,6,0
148103,Punjab,Barnala,841,1174,23,445,40,1,1
148104,Punjab,Barnala,1156,1951,28,720,59,7,1
148105,Punjab,Barnala,4010,5032,88,1767,242,26,0
148106,Punjab,Barnala,9900,10440,300,6248,556,60,4
148107,Punjab,Barnala,1344,1526,82,1718,82,4,2
148108,Punjab,Barnala,2383,2737,72,2054,109,10,1
148109,Punjab,Bathinda,5912,10660,84,3260,220,8,0
151001,Punjab,Bathinda,13823,13875,884,11371,750,115,2
151002,Punjab,Bathinda,449,558,19,170,28,4,0
151003,Punjab,Bathinda,111,154,7,92,5,2,0
151004,Punjab,Bathinda,3,3,0,4,2,0,0
151005,Punjab,Bathinda,1267,1801,40,916,81,18,0
151101,Punjab,Bathinda,2774,3060,102,2047,144,15,0
151102,Punjab,Bathinda,1176,1521,43,1298,79,11,0
151103,Punjab,Bathinda,4599,4604,135,2580,211,28,8
151104,Punjab,Bathinda,990,1364,44,838,108,14,0
151105,Punjab,Bathinda,661,984,24,320,31,4,1
151106,Punjab,Bathinda,647,1296,20,422,37,5,0
151107,Punjab,Bathinda,0,1,0,0,0,0,0
151108,Punjab,Bathinda,805,1705,28,450,50,2,2
151111,Punjab,Bathinda,658,622,16,240,28,0,0
151201,Punjab,Bathinda,3124,4816,130,2873,211,22,3
151202,Punjab,Faridkot,6864,11040,474,9264,834,102,0
151203,Punjab,Faridkot,5610,7843,407,7321,256,34,3
151204,Punjab,Faridkot,13828,23364,664,10172,668,112,12
151205,Punjab,Faridkot,973,1330,25,498,62,4,0
151206,Punjab,Bathinda,1276,1664,43,1172,50,9,2
151207,Punjab,Faridkot,4260,10784,116,2472,228,32,8
151208,Punjab,Faridkot,3820,5004,268,3020,132,4,0
151209,Punjab,Faridkot,739,1441,17,386,31,4,2
151210,Punjab,Muktsar,5032,7844,244,5260,300,16,0
151211,Punjab,Muktsar,2768,5652,240,5468,116,16,0
151212,Punjab,Faridkot,6368,12776,280,3840,412,40,0
